oid,valuesetname,expansionversion,code,descriptor,codesystemname,codesystemversion,codesystemoid,purpose
2.16.840.1.113883.3.464.1003.110.12.1082,Advanced Illness,eCQM Update 2022-05-05,94252000,Secondary malignant neoplasm of cheek (disorder),SNOMEDCT,2021-09,2.16.840.1.113883.6.96,"(Clinical Focus: The purpose of this value set is to represent concepts for a diagnosis of  advanced illnesses.),(Data Element Scope: This value set may use a model element related to Diagnosis.),(Inclusion Criteria: Includes concepts that represent a diagnosis of advanced illness when combined with older age and indications of frailty. Codes cover a wide range of conditions: heart failure, end stage renal disease, liver disease, emphysema, dementia and neurodegenerative disorders, metastatic and sever cancers, respiratory failure, and pulmonary fibrosis.),(Exclusion Criteria: Exclude concepts that indicate pregnancy, fetal, juvenile, childhood or neonatal conditions, concepts that indicate acute, temporary, or procedure-related conditions.)"
2.16.840.1.113883.3.464.1003.110.12.1082,Advanced Illness,eCQM Update 2022-05-05,94253005,Secondary malignant neoplasm of chest wall (disorder),SNOMEDCT,2021-09,2.16.840.1.113883.6.96,"(Clinical Focus: The purpose of this value set is to represent concepts for a diagnosis of  advanced illnesses.),(Data Element Scope: This value set may use a model element related to Diagnosis.),(Inclusion Criteria: Includes concepts that represent a diagnosis of advanced illness when combined with older age and indications of frailty. Codes cover a wide range of conditions: heart failure, end stage renal disease, liver disease, emphysema, dementia and neurodegenerative disorders, metastatic and sever cancers, respiratory failure, and pulmonary fibrosis.),(Exclusion Criteria: Exclude concepts that indicate pregnancy, fetal, juvenile, childhood or neonatal conditions, concepts that indicate acute, temporary, or procedure-related conditions.)"
2.16.840.1.113883.3.464.1003.110.12.1082,Advanced Illness,eCQM Update 2022-05-05,94254004,Secondary malignant neoplasm of choroid (disorder),SNOMEDCT,2021-09,2.16.840.1.113883.6.96,"(Clinical Focus: The purpose of this value set is to represent concepts for a diagnosis of  advanced illnesses.),(Data Element Scope: This value set may use a model element related to Diagnosis.),(Inclusion Criteria: Includes concepts that represent a diagnosis of advanced illness when combined with older age and indications of frailty. Codes cover a wide range of conditions: heart failure, end stage renal disease, liver disease, emphysema, dementia and neurodegenerative disorders, metastatic and sever cancers, respiratory failure, and pulmonary fibrosis.),(Exclusion Criteria: Exclude concepts that indicate pregnancy, fetal, juvenile, childhood or neonatal conditions, concepts that indicate acute, temporary, or procedure-related conditions.)"
2.16.840.1.113883.3.464.1003.110.12.1082,Advanced Illness,eCQM Update 2022-05-05,94255003,Secondary malignant neoplasm of ciliary body (disorder),SNOMEDCT,2021-09,2.16.840.1.113883.6.96,"(Clinical Focus: The purpose of this value set is to represent concepts for a diagnosis of  advanced illnesses.),(Data Element Scope: This value set may use a model element related to Diagnosis.),(Inclusion Criteria: Includes concepts that represent a diagnosis of advanced illness when combined with older age and indications of frailty. Codes cover a wide range of conditions: heart failure, end stage renal disease, liver disease, emphysema, dementia and neurodegenerative disorders, metastatic and sever cancers, respiratory failure, and pulmonary fibrosis.),(Exclusion Criteria: Exclude concepts that indicate pregnancy, fetal, juvenile, childhood or neonatal conditions, concepts that indicate acute, temporary, or procedure-related conditions.)"
2.16.840.1.113883.3.464.1003.110.12.1082,Advanced Illness,eCQM Update 2022-05-05,94256002,Secondary malignant neoplasm of clavicle (disorder),SNOMEDCT,2021-09,2.16.840.1.113883.6.96,"(Clinical Focus: The purpose of this value set is to represent concepts for a diagnosis of  advanced illnesses.),(Data Element Scope: This value set may use a model element related to Diagnosis.),(Inclusion Criteria: Includes concepts that represent a diagnosis of advanced illness when combined with older age and indications of frailty. Codes cover a wide range of conditions: heart failure, end stage renal disease, liver disease, emphysema, dementia and neurodegenerative disorders, metastatic and sever cancers, respiratory failure, and pulmonary fibrosis.),(Exclusion Criteria: Exclude concepts that indicate pregnancy, fetal, juvenile, childhood or neonatal conditions, concepts that indicate acute, temporary, or procedure-related conditions.)"
2.16.840.1.113883.3.464.1003.110.12.1082,Advanced Illness,eCQM Update 2022-05-05,94257006,Secondary malignant neoplasm of clitoris (disorder),SNOMEDCT,2021-09,2.16.840.1.113883.6.96,"(Clinical Focus: The purpose of this value set is to represent concepts for a diagnosis of  advanced illnesses.),(Data Element Scope: This value set may use a model element related to Diagnosis.),(Inclusion Criteria: Includes concepts that represent a diagnosis of advanced illness when combined with older age and indications of frailty. Codes cover a wide range of conditions: heart failure, end stage renal disease, liver disease, emphysema, dementia and neurodegenerative disorders, metastatic and sever cancers, respiratory failure, and pulmonary fibrosis.),(Exclusion Criteria: Exclude concepts that indicate pregnancy, fetal, juvenile, childhood or neonatal conditions, concepts that indicate acute, temporary, or procedure-related conditions.)"
2.16.840.1.113883.3.464.1003.110.12.1082,Advanced Illness,eCQM Update 2022-05-05,94258001,Secondary malignant neoplasm of coccygeal body (disorder),SNOMEDCT,2021-09,2.16.840.1.113883.6.96,"(Clinical Focus: The purpose of this value set is to represent concepts for a diagnosis of  advanced illnesses.),(Data Element Scope: This value set may use a model element related to Diagnosis.),(Inclusion Criteria: Includes concepts that represent a diagnosis of advanced illness when combined with older age and indications of frailty. Codes cover a wide range of conditions: heart failure, end stage renal disease, liver disease, emphysema, dementia and neurodegenerative disorders, metastatic and sever cancers, respiratory failure, and pulmonary fibrosis.),(Exclusion Criteria: Exclude concepts that indicate pregnancy, fetal, juvenile, childhood or neonatal conditions, concepts that indicate acute, temporary, or procedure-related conditions.)"
2.16.840.1.113883.3.464.1003.110.12.1082,Advanced Illness,eCQM Update 2022-05-05,94259009,Secondary malignant neoplasm of coccyx (disorder),SNOMEDCT,2021-09,2.16.840.1.113883.6.96,"(Clinical Focus: The purpose of this value set is to represent concepts for a diagnosis of  advanced illnesses.),(Data Element Scope: This value set may use a model element related to Diagnosis.),(Inclusion Criteria: Includes concepts that represent a diagnosis of advanced illness when combined with older age and indications of frailty. Codes cover a wide range of conditions: heart failure, end stage renal disease, liver disease, emphysema, dementia and neurodegenerative disorders, metastatic and sever cancers, respiratory failure, and pulmonary fibrosis.),(Exclusion Criteria: Exclude concepts that indicate pregnancy, fetal, juvenile, childhood or neonatal conditions, concepts that indicate acute, temporary, or procedure-related conditions.)"
2.16.840.1.113883.3.464.1003.110.12.1082,Advanced Illness,eCQM Update 2022-05-05,94260004,Secondary malignant neoplasm of colon (disorder),SNOMEDCT,2021-09,2.16.840.1.113883.6.96,"(Clinical Focus: The purpose of this value set is to represent concepts for a diagnosis of  advanced illnesses.),(Data Element Scope: This value set may use a model element related to Diagnosis.),(Inclusion Criteria: Includes concepts that represent a diagnosis of advanced illness when combined with older age and indications of frailty. Codes cover a wide range of conditions: heart failure, end stage renal disease, liver disease, emphysema, dementia and neurodegenerative disorders, metastatic and sever cancers, respiratory failure, and pulmonary fibrosis.),(Exclusion Criteria: Exclude concepts that indicate pregnancy, fetal, juvenile, childhood or neonatal conditions, concepts that indicate acute, temporary, or procedure-related conditions.)"
2.16.840.1.113883.3.464.1003.110.12.1082,Advanced Illness,eCQM Update 2022-05-05,94261000,Secondary malignant neoplasm of commissure of lip (disorder),SNOMEDCT,2021-09,2.16.840.1.113883.6.96,"(Clinical Focus: The purpose of this value set is to represent concepts for a diagnosis of  advanced illnesses.),(Data Element Scope: This value set may use a model element related to Diagnosis.),(Inclusion Criteria: Includes concepts that represent a diagnosis of advanced illness when combined with older age and indications of frailty. Codes cover a wide range of conditions: heart failure, end stage renal disease, liver disease, emphysema, dementia and neurodegenerative disorders, metastatic and sever cancers, respiratory failure, and pulmonary fibrosis.),(Exclusion Criteria: Exclude concepts that indicate pregnancy, fetal, juvenile, childhood or neonatal conditions, concepts that indicate acute, temporary, or procedure-related conditions.)"
2.16.840.1.113883.3.464.1003.110.12.1082,Advanced Illness,eCQM Update 2022-05-05,94262007,Secondary malignant neoplasm of common bile duct (disorder),SNOMEDCT,2021-09,2.16.840.1.113883.6.96,"(Clinical Focus: The purpose of this value set is to represent concepts for a diagnosis of  advanced illnesses.),(Data Element Scope: This value set may use a model element related to Diagnosis.),(Inclusion Criteria: Includes concepts that represent a diagnosis of advanced illness when combined with older age and indications of frailty. Codes cover a wide range of conditions: heart failure, end stage renal disease, liver disease, emphysema, dementia and neurodegenerative disorders, metastatic and sever cancers, respiratory failure, and pulmonary fibrosis.),(Exclusion Criteria: Exclude concepts that indicate pregnancy, fetal, juvenile, childhood or neonatal conditions, concepts that indicate acute, temporary, or procedure-related conditions.)"
2.16.840.1.113883.3.464.1003.110.12.1082,Advanced Illness,eCQM Update 2022-05-05,94263002,Secondary malignant neoplasm of conjunctiva (disorder),SNOMEDCT,2021-09,2.16.840.1.113883.6.96,"(Clinical Focus: The purpose of this value set is to represent concepts for a diagnosis of  advanced illnesses.),(Data Element Scope: This value set may use a model element related to Diagnosis.),(Inclusion Criteria: Includes concepts that represent a diagnosis of advanced illness when combined with older age and indications of frailty. Codes cover a wide range of conditions: heart failure, end stage renal disease, liver disease, emphysema, dementia and neurodegenerative disorders, metastatic and sever cancers, respiratory failure, and pulmonary fibrosis.),(Exclusion Criteria: Exclude concepts that indicate pregnancy, fetal, juvenile, childhood or neonatal conditions, concepts that indicate acute, temporary, or procedure-related conditions.)"
