condition_family,condition,icd_10_cm_code,icd_10_cm_description,condition_column_name
Cardiovascular Disease,Stroke / Transient Ischemic Attack,S066X6A,"Traumatic subarachnoid hemorrhage with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, initial encounter",STROKE
Cardiovascular Disease,Stroke / Transient Ischemic Attack,S066X7A,"Traumatic subarachnoid hemorrhage with loss of consciousness of any duration with death due to brain injury prior to regaining consciousness, initial encounter",STROKE
Cardiovascular Disease,Stroke / Transient Ischemic Attack,S066X8A,"Traumatic subarachnoid hemorrhage with loss of consciousness of any duration with death due to other cause prior to regaining consciousness, initial encounter",STROKE
Cardiovascular Disease,Stroke / Transient Ischemic Attack,S066X9A,"Traumatic subarachnoid hemorrhage with loss of consciousness of unspecified duration, initial encounter",STROKE
Cardiovascular Disease,Stroke / Transient Ischemic Attack,S06810A,"Injury of right internal carotid artery, intracranial portion, not elsewhere classified without loss of consciousness, initial encounter",STROKE
Cardiovascular Disease,Stroke / Transient Ischemic Attack,S06811A,"Injury of right internal carotid artery, intracranial portion, not elsewhere classified with loss of consciousness of 30 minutes or less, initial encounter",STROKE
Cardiovascular Disease,Stroke / Transient Ischemic Attack,S06812A,"Injury of right internal carotid artery, intracranial portion, not elsewhere classified with loss of consciousness of 31 minutes to 59 minutes, initial encounter",STROKE
Cardiovascular Disease,Stroke / Transient Ischemic Attack,S06813A,"Injury of right internal carotid artery, intracranial portion, not elsewhere classified with loss of consciousness of 1 hour to 5 hours 59 minutes, initial encounter",STROKE
Cardiovascular Disease,Stroke / Transient Ischemic Attack,S06814A,"Injury of right internal carotid artery, intracranial portion, not elsewhere classified with loss of consciousness of 6 hours to 24 hours, initial encounter",STROKE
Cardiovascular Disease,Stroke / Transient Ischemic Attack,S06815A,"Injury of right internal carotid artery, intracranial portion, not elsewhere classified with loss of consciousness greater than 24 hours with return to pre-existing conscious level, initial encounter",STROKE
Cardiovascular Disease,Stroke / Transient Ischemic Attack,S06816A,"Injury of right internal carotid artery, intracranial portion, not elsewhere classified with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, initial encounter",STROKE
Cardiovascular Disease,Stroke / Transient Ischemic Attack,S06817A,"Injury of right internal carotid artery, intracranial portion, not elsewhere classified with loss of consciousness of any duration with death due to brain injury prior to regaining consciousness, initial encounter",STROKE
Cardiovascular Disease,Stroke / Transient Ischemic Attack,S06818A,"Injury of right internal carotid artery, intracranial portion, not elsewhere classified with loss of consciousness of any duration with death due to other cause prior to regaining consciousness, initial encounter",STROKE
Cardiovascular Disease,Stroke / Transient Ischemic Attack,S06819A,"Injury of right internal carotid artery, intracranial portion, not elsewhere classified with loss of consciousness of unspecified duration, initial encounter",STROKE
Cardiovascular Disease,Stroke / Transient Ischemic Attack,S06820A,"Injury of left internal carotid artery, intracranial portion, not elsewhere classified without loss of consciousness, initial encounter",STROKE
Cardiovascular Disease,Stroke / Transient Ischemic Attack,S06821A,"Injury of left internal carotid artery, intracranial portion, not elsewhere classified with loss of consciousness of 30 minutes or less, initial encounter",STROKE
Cardiovascular Disease,Stroke / Transient Ischemic Attack,S06822A,"Injury of left internal carotid artery, intracranial portion, not elsewhere classified with loss of consciousness of 31 minutes to 59 minutes, initial encounter",STROKE
Cardiovascular Disease,Stroke / Transient Ischemic Attack,S06823A,"Injury of left internal carotid artery, intracranial portion, not elsewhere classified with loss of consciousness of 1 hour to 5 hours 59 minutes, initial encounter",STROKE
Cardiovascular Disease,Stroke / Transient Ischemic Attack,S06824A,"Injury of left internal carotid artery, intracranial portion, not elsewhere classified with loss of consciousness of 6 hours to 24 hours, initial encounter",STROKE
Cardiovascular Disease,Stroke / Transient Ischemic Attack,S06825A,"Injury of left internal carotid artery, intracranial portion, not elsewhere classified with loss of consciousness greater than 24 hours with return to pre-existing conscious level, initial encounter",STROKE
Cardiovascular Disease,Stroke / Transient Ischemic Attack,S06826A,"Injury of left internal carotid artery, intracranial portion, not elsewhere classified with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, initial encounter",STROKE
Cardiovascular Disease,Stroke / Transient Ischemic Attack,S06827A,"Injury of left internal carotid artery, intracranial portion, not elsewhere classified with loss of consciousness of any duration with death due to brain injury prior to regaining consciousness, initial encounter",STROKE
Cardiovascular Disease,Stroke / Transient Ischemic Attack,S06828A,"Injury of left internal carotid artery, intracranial portion, not elsewhere classified with loss of consciousness of any duration with death due to other cause prior to regaining consciousness, initial encounter",STROKE
Cardiovascular Disease,Stroke / Transient Ischemic Attack,S06829A,"Injury of left internal carotid artery, intracranial portion, not elsewhere classified with loss of consciousness of unspecified duration, initial encounter",STROKE
Cardiovascular Disease,Stroke / Transient Ischemic Attack,S06890A,"Other specified intracranial injury without loss of consciousness, initial encounter",STROKE
Cardiovascular Disease,Stroke / Transient Ischemic Attack,S06891A,"Other specified intracranial injury with loss of consciousness of 30 minutes or less, initial encounter",STROKE
Cardiovascular Disease,Stroke / Transient Ischemic Attack,S06892A,"Other specified intracranial injury with loss of consciousness of 31 minutes to 59 minutes, initial encounter",STROKE
Cardiovascular Disease,Stroke / Transient Ischemic Attack,S06893A,"Other specified intracranial injury with loss of consciousness of 1 hour to 5 hours 59 minutes, initial encounter",STROKE
Cardiovascular Disease,Stroke / Transient Ischemic Attack,S06894A,"Other specified intracranial injury with loss of consciousness of 6 hours to 24 hours, initial encounter",STROKE
Cardiovascular Disease,Stroke / Transient Ischemic Attack,S06895A,"Other specified intracranial injury with loss of consciousness greater than 24 hours with return to pre-existing conscious level, initial encounter",STROKE
Cardiovascular Disease,Stroke / Transient Ischemic Attack,S06896A,"Other specified intracranial injury with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, initial encounter",STROKE
Cardiovascular Disease,Stroke / Transient Ischemic Attack,S06897A,"Other specified intracranial injury with loss of consciousness of any duration with death due to brain injury prior to regaining consciousness, initial encounter",STROKE
Cardiovascular Disease,Stroke / Transient Ischemic Attack,S06898A,"Other specified intracranial injury with loss of consciousness of any duration with death due to other cause prior to regaining consciousness, initial encounter",STROKE
Cardiovascular Disease,Stroke / Transient Ischemic Attack,S06899A,"Other specified intracranial injury with loss of consciousness of unspecified duration, initial encounter",STROKE
Cardiovascular Disease,Stroke / Transient Ischemic Attack,S069X0A,"Unspecified intracranial injury without loss of consciousness, initial encounter",STROKE
Cardiovascular Disease,Stroke / Transient Ischemic Attack,S069X1A,"Unspecified intracranial injury with loss of consciousness of 30 minutes or less, initial encounter",STROKE
Cardiovascular Disease,Stroke / Transient Ischemic Attack,S069X2A,"Unspecified intracranial injury with loss of consciousness of 31 minutes to 59 minutes, initial encounter",STROKE
Cardiovascular Disease,Stroke / Transient Ischemic Attack,S069X3A,"Unspecified intracranial injury with loss of consciousness of 1 hour to 5 hours 59 minutes, initial encounter",STROKE
Cardiovascular Disease,Stroke / Transient Ischemic Attack,S069X4A,"Unspecified intracranial injury with loss of consciousness of 6 hours to 24 hours, initial encounter",STROKE
Cardiovascular Disease,Stroke / Transient Ischemic Attack,S069X5A,"Unspecified intracranial injury with loss of consciousness greater than 24 hours with return to pre-existing conscious level, initial encounter",STROKE
Cardiovascular Disease,Stroke / Transient Ischemic Attack,S069X6A,"Unspecified intracranial injury with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, initial encounter",STROKE
Cardiovascular Disease,Stroke / Transient Ischemic Attack,S069X7A,"Unspecified intracranial injury with loss of consciousness of any duration with death due to brain injury prior to regaining consciousness, initial encounter",STROKE
Cardiovascular Disease,Stroke / Transient Ischemic Attack,S069X8A,"Unspecified intracranial injury with loss of consciousness of any duration with death due to other cause prior to regaining consciousness, initial encounter",STROKE
Cardiovascular Disease,Stroke / Transient Ischemic Attack,S069X9A,"Unspecified intracranial injury with loss of consciousness of unspecified duration, initial encounter",STROKE
Cardiovascular Disease,Stroke / Transient Ischemic Attack,S06A0XA,"Traumatic brain compression without herniation, initial encounter",STROKE
Cardiovascular Disease,Stroke / Transient Ischemic Attack,S06A1XA,"Traumatic brain compression with herniation, initial encounter",STROKE
Mental Health,Anxiety,F064,Anxiety disorder due to known physiological condition,ANXIETY
Mental Health,Anxiety,F4000,"Agoraphobia, unspecified",ANXIETY
Mental Health,Anxiety,F4001,Agoraphobia with panic disorder,ANXIETY
Mental Health,Anxiety,F4002,Agoraphobia without panic disorder,ANXIETY
Mental Health,Anxiety,F4010,"Social phobia, unspecified",ANXIETY
Mental Health,Anxiety,F4011,"Social phobia, generalized",ANXIETY
Mental Health,Anxiety,F40210,Arachnophobia,ANXIETY
Mental Health,Anxiety,F40218,Other animal type phobia,ANXIETY
Mental Health,Anxiety,F40220,Fear of thunderstorms,ANXIETY
Mental Health,Anxiety,F40228,Other natural environment type phobia,ANXIETY
Mental Health,Anxiety,F40230,Fear of blood,ANXIETY
Mental Health,Anxiety,F40231,Fear of injections and transfusions,ANXIETY
Mental Health,Anxiety,F40232,Fear of other medical care,ANXIETY
Mental Health,Anxiety,F40233,Fear of injury,ANXIETY
Mental Health,Anxiety,F40240,Claustrophobia,ANXIETY
Mental Health,Anxiety,F40241,Acrophobia,ANXIETY
Mental Health,Anxiety,F40242,Fear of bridges,ANXIETY
Mental Health,Anxiety,F40243,Fear of flying,ANXIETY
Mental Health,Anxiety,F40248,Other situational type phobia,ANXIETY
Mental Health,Anxiety,F40290,Androphobia,ANXIETY
Mental Health,Anxiety,F40291,Gynephobia,ANXIETY
Mental Health,Anxiety,F40298,Other specified phobia,ANXIETY
Mental Health,Anxiety,F408,Other phobic anxiety disorders,ANXIETY
Mental Health,Anxiety,F409,"Phobic anxiety disorder, unspecified",ANXIETY
Mental Health,Anxiety,F410,Panic disorder [episodic paroxysmal anxiety],ANXIETY
Mental Health,Anxiety,F411,Generalized anxiety disorder,ANXIETY
Mental Health,Anxiety,F413,Other mixed anxiety disorders,ANXIETY
Mental Health,Anxiety,F418,Other specified anxiety disorders,ANXIETY
Mental Health,Anxiety,F419,"Anxiety disorder, unspecified",ANXIETY
Mental Health,Attention-Deficit Hyperactivity Disorder (ADHD),F900,"Attention-deficit hyperactivity disorder, predominantly inattentive type",ATTENTION_DEFICIT_HYPERACTIVITY_DISORDER
Mental Health,Attention-Deficit Hyperactivity Disorder (ADHD),F901,"Attention-deficit hyperactivity disorder, predominantly hyperactive type",ATTENTION_DEFICIT_HYPERACTIVITY_DISORDER
Mental Health,Attention-Deficit Hyperactivity Disorder (ADHD),F902,"Attention-deficit hyperactivity disorder, combined type",ATTENTION_DEFICIT_HYPERACTIVITY_DISORDER
Mental Health,Attention-Deficit Hyperactivity Disorder (ADHD),F908,"Attention-deficit hyperactivity disorder, other type",ATTENTION_DEFICIT_HYPERACTIVITY_DISORDER
Mental Health,Attention-Deficit Hyperactivity Disorder (ADHD),F909,"Attention-deficit hyperactivity disorder, unspecified type",ATTENTION_DEFICIT_HYPERACTIVITY_DISORDER
Mental Health,Bipolar,F310,"Bipolar disorder, current episode hypomanic",BIPOLAR
Mental Health,Bipolar,F3110,"Bipolar disorder, current episode manic without psychotic features, unspecified",BIPOLAR
