hcpcs_code,ccs_category,ccs_category_description
87910,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87912,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87913,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87999,206,"Microscopic examination (bacterial smear, culture, toxicology)"
88230,206,"Microscopic examination (bacterial smear, culture, toxicology)"
88233,206,"Microscopic examination (bacterial smear, culture, toxicology)"
88235,206,"Microscopic examination (bacterial smear, culture, toxicology)"
88237,206,"Microscopic examination (bacterial smear, culture, toxicology)"
88239,206,"Microscopic examination (bacterial smear, culture, toxicology)"
88245,206,"Microscopic examination (bacterial smear, culture, toxicology)"
88248,206,"Microscopic examination (bacterial smear, culture, toxicology)"
88249,206,"Microscopic examination (bacterial smear, culture, toxicology)"
88261,206,"Microscopic examination (bacterial smear, culture, toxicology)"
88262,206,"Microscopic examination (bacterial smear, culture, toxicology)"
88263,206,"Microscopic examination (bacterial smear, culture, toxicology)"
88264,206,"Microscopic examination (bacterial smear, culture, toxicology)"
88267,206,"Microscopic examination (bacterial smear, culture, toxicology)"
88269,206,"Microscopic examination (bacterial smear, culture, toxicology)"
88280,206,"Microscopic examination (bacterial smear, culture, toxicology)"
88283,206,"Microscopic examination (bacterial smear, culture, toxicology)"
88285,206,"Microscopic examination (bacterial smear, culture, toxicology)"
88289,206,"Microscopic examination (bacterial smear, culture, toxicology)"
88291,206,"Microscopic examination (bacterial smear, culture, toxicology)"
88299,206,"Microscopic examination (bacterial smear, culture, toxicology)"
89060,206,"Microscopic examination (bacterial smear, culture, toxicology)"
89125,206,"Microscopic examination (bacterial smear, culture, toxicology)"
89160,206,"Microscopic examination (bacterial smear, culture, toxicology)"
89190,206,"Microscopic examination (bacterial smear, culture, toxicology)"
89250,206,"Microscopic examination (bacterial smear, culture, toxicology)"
89251,206,"Microscopic examination (bacterial smear, culture, toxicology)"
89253,206,"Microscopic examination (bacterial smear, culture, toxicology)"
89254,206,"Microscopic examination (bacterial smear, culture, toxicology)"
89255,206,"Microscopic examination (bacterial smear, culture, toxicology)"
89257,206,"Microscopic examination (bacterial smear, culture, toxicology)"
89260,206,"Microscopic examination (bacterial smear, culture, toxicology)"
89261,206,"Microscopic examination (bacterial smear, culture, toxicology)"
89264,206,"Microscopic examination (bacterial smear, culture, toxicology)"
89268,206,"Microscopic examination (bacterial smear, culture, toxicology)"
89272,206,"Microscopic examination (bacterial smear, culture, toxicology)"
89280,206,"Microscopic examination (bacterial smear, culture, toxicology)"
89281,206,"Microscopic examination (bacterial smear, culture, toxicology)"
89290,206,"Microscopic examination (bacterial smear, culture, toxicology)"
89291,206,"Microscopic examination (bacterial smear, culture, toxicology)"
89300,206,"Microscopic examination (bacterial smear, culture, toxicology)"
89310,206,"Microscopic examination (bacterial smear, culture, toxicology)"
89320,206,"Microscopic examination (bacterial smear, culture, toxicology)"
89321,206,"Microscopic examination (bacterial smear, culture, toxicology)"
89322,206,"Microscopic examination (bacterial smear, culture, toxicology)"
89325,206,"Microscopic examination (bacterial smear, culture, toxicology)"
89329,206,"Microscopic examination (bacterial smear, culture, toxicology)"
89330,206,"Microscopic examination (bacterial smear, culture, toxicology)"
89331,206,"Microscopic examination (bacterial smear, culture, toxicology)"
96902,206,"Microscopic examination (bacterial smear, culture, toxicology)"
G0475,206,"Microscopic examination (bacterial smear, culture, toxicology)"
G0476,206,"Microscopic examination (bacterial smear, culture, toxicology)"
P7001,206,"Microscopic examination (bacterial smear, culture, toxicology)"
Q0112,206,"Microscopic examination (bacterial smear, culture, toxicology)"
Q0113,206,"Microscopic examination (bacterial smear, culture, toxicology)"
Q0115,206,"Microscopic examination (bacterial smear, culture, toxicology)"
78102,207,Radioisotope bone scan
78103,207,Radioisotope bone scan
78104,207,Radioisotope bone scan
78300,207,Radioisotope bone scan
78305,207,Radioisotope bone scan
78306,207,Radioisotope bone scan
78315,207,Radioisotope bone scan
78350,207,Radioisotope bone scan
78351,207,Radioisotope bone scan
78399,207,Radioisotope bone scan
78579,208,Radioisotope pulmonary scan
78580,208,Radioisotope pulmonary scan
78582,208,Radioisotope pulmonary scan
78597,208,Radioisotope pulmonary scan
78598,208,Radioisotope pulmonary scan
78599,208,Radioisotope pulmonary scan
0106U,209,Radioisotope scan and function studies
0331T,209,Radioisotope scan and function studies
0332T,209,Radioisotope scan and function studies
0742T,209,Radioisotope scan and function studies
70015,209,Radioisotope scan and function studies
72285,209,Radioisotope scan and function studies
72295,209,Radioisotope scan and function studies
78012,209,Radioisotope scan and function studies
78013,209,Radioisotope scan and function studies
78014,209,Radioisotope scan and function studies
78015,209,Radioisotope scan and function studies
78016,209,Radioisotope scan and function studies
78018,209,Radioisotope scan and function studies
78020,209,Radioisotope scan and function studies
78070,209,Radioisotope scan and function studies
78071,209,Radioisotope scan and function studies
78072,209,Radioisotope scan and function studies
78075,209,Radioisotope scan and function studies
78099,209,Radioisotope scan and function studies
78195,209,Radioisotope scan and function studies
78202,209,Radioisotope scan and function studies
78216,209,Radioisotope scan and function studies
78226,209,Radioisotope scan and function studies
78227,209,Radioisotope scan and function studies
78232,209,Radioisotope scan and function studies
78258,209,Radioisotope scan and function studies
78262,209,Radioisotope scan and function studies
78264,209,Radioisotope scan and function studies
78265,209,Radioisotope scan and function studies
78266,209,Radioisotope scan and function studies
78267,209,Radioisotope scan and function studies
78268,209,Radioisotope scan and function studies
78282,209,Radioisotope scan and function studies
78291,209,Radioisotope scan and function studies
78414,209,Radioisotope scan and function studies
78428,209,Radioisotope scan and function studies
78431,209,Radioisotope scan and function studies
78451,209,Radioisotope scan and function studies
78452,209,Radioisotope scan and function studies
78453,209,Radioisotope scan and function studies
78454,209,Radioisotope scan and function studies
78468,209,Radioisotope scan and function studies
78469,209,Radioisotope scan and function studies
78472,209,Radioisotope scan and function studies
78473,209,Radioisotope scan and function studies
78481,209,Radioisotope scan and function studies
78483,209,Radioisotope scan and function studies
78492,209,Radioisotope scan and function studies
78494,209,Radioisotope scan and function studies
78496,209,Radioisotope scan and function studies
78601,209,Radioisotope scan and function studies
78606,209,Radioisotope scan and function studies
78608,209,Radioisotope scan and function studies
78609,209,Radioisotope scan and function studies
78610,209,Radioisotope scan and function studies
78630,209,Radioisotope scan and function studies
78635,209,Radioisotope scan and function studies
78645,209,Radioisotope scan and function studies
78650,209,Radioisotope scan and function studies
78660,209,Radioisotope scan and function studies
78699,209,Radioisotope scan and function studies
78700,209,Radioisotope scan and function studies
78701,209,Radioisotope scan and function studies
78707,209,Radioisotope scan and function studies
78708,209,Radioisotope scan and function studies
78709,209,Radioisotope scan and function studies
78725,209,Radioisotope scan and function studies
78730,209,Radioisotope scan and function studies
78740,209,Radioisotope scan and function studies
78761,209,Radioisotope scan and function studies
78799,209,Radioisotope scan and function studies
78800,209,Radioisotope scan and function studies
78801,209,Radioisotope scan and function studies
78802,209,Radioisotope scan and function studies
78803,209,Radioisotope scan and function studies
78804,209,Radioisotope scan and function studies
78808,209,Radioisotope scan and function studies
78811,209,Radioisotope scan and function studies
78812,209,Radioisotope scan and function studies
78813,209,Radioisotope scan and function studies
78814,209,Radioisotope scan and function studies
78815,209,Radioisotope scan and function studies
78816,209,Radioisotope scan and function studies
78830,209,Radioisotope scan and function studies
78831,209,Radioisotope scan and function studies
78832,209,Radioisotope scan and function studies
78835,209,Radioisotope scan and function studies
78999,209,Radioisotope scan and function studies
G0219,209,Radioisotope scan and function studies
G0252,209,Radioisotope scan and function studies
S8085,209,Radioisotope scan and function studies
78110,210,Other radioisotope scan
78111,210,Other radioisotope scan
78120,210,Other radioisotope scan
78121,210,Other radioisotope scan
78122,210,Other radioisotope scan
78130,210,Other radioisotope scan
78140,210,Other radioisotope scan
78185,210,Other radioisotope scan
78191,210,Other radioisotope scan
78199,210,Other radioisotope scan
78201,210,Other radioisotope scan
78215,210,Other radioisotope scan
78230,210,Other radioisotope scan
78231,210,Other radioisotope scan
78261,210,Other radioisotope scan
78278,210,Other radioisotope scan
78290,210,Other radioisotope scan
78299,210,Other radioisotope scan
78429,210,Other radioisotope scan
78430,210,Other radioisotope scan
78432,210,Other radioisotope scan
78433,210,Other radioisotope scan
78434,210,Other radioisotope scan
78445,210,Other radioisotope scan
78456,210,Other radioisotope scan
78457,210,Other radioisotope scan
78458,210,Other radioisotope scan
78459,210,Other radioisotope scan
78466,210,Other radioisotope scan
78491,210,Other radioisotope scan
78499,210,Other radioisotope scan
78600,210,Other radioisotope scan
78605,210,Other radioisotope scan
G0235,210,Other radioisotope scan
0394T,211,Therapeutic radiology
0395T,211,Therapeutic radiology
41019,211,Therapeutic radiology
55874,211,Therapeutic radiology
74235,211,Therapeutic radiology
76965,211,Therapeutic radiology
77261,211,Therapeutic radiology
77262,211,Therapeutic radiology
77263,211,Therapeutic radiology
77280,211,Therapeutic radiology
77285,211,Therapeutic radiology
77290,211,Therapeutic radiology
77293,211,Therapeutic radiology
77295,211,Therapeutic radiology
77299,211,Therapeutic radiology
77300,211,Therapeutic radiology
77301,211,Therapeutic radiology
77306,211,Therapeutic radiology
77307,211,Therapeutic radiology
77316,211,Therapeutic radiology
77317,211,Therapeutic radiology
77318,211,Therapeutic radiology
77321,211,Therapeutic radiology
77331,211,Therapeutic radiology
77332,211,Therapeutic radiology
77333,211,Therapeutic radiology
77334,211,Therapeutic radiology
77336,211,Therapeutic radiology
77338,211,Therapeutic radiology
77370,211,Therapeutic radiology
77371,211,Therapeutic radiology
77372,211,Therapeutic radiology
77373,211,Therapeutic radiology
77385,211,Therapeutic radiology
77386,211,Therapeutic radiology
77387,211,Therapeutic radiology
77399,211,Therapeutic radiology
77401,211,Therapeutic radiology
77402,211,Therapeutic radiology
77407,211,Therapeutic radiology
77412,211,Therapeutic radiology
77417,211,Therapeutic radiology
77423,211,Therapeutic radiology
77424,211,Therapeutic radiology
77425,211,Therapeutic radiology
77427,211,Therapeutic radiology
77431,211,Therapeutic radiology
77432,211,Therapeutic radiology
77435,211,Therapeutic radiology
77469,211,Therapeutic radiology
77470,211,Therapeutic radiology
77499,211,Therapeutic radiology
77520,211,Therapeutic radiology
77522,211,Therapeutic radiology
77523,211,Therapeutic radiology
77525,211,Therapeutic radiology
77600,211,Therapeutic radiology
77605,211,Therapeutic radiology
77610,211,Therapeutic radiology
77615,211,Therapeutic radiology
77620,211,Therapeutic radiology
77750,211,Therapeutic radiology
77761,211,Therapeutic radiology
77762,211,Therapeutic radiology
77763,211,Therapeutic radiology
