hcpcs,seqnum,recid,long_description,short_description
G9926,0010,3,"Safety concerns screening positive screen is without provision of mitigation recommendations, including but not limited to referral to other resources",Sfty cncrns scrn but no recs
G9927,0010,3,Documentation of system reason(s) for not prescribing an fda-approved anticoagulation due to patient being currently enrolled in a clinical trial related to af/atrial flutter treatment,Doc no warf /fda  pt trial
G9928,0010,3,"Fda-approved anticoagulant not prescribed, reason not given",No warf or fda drug presc
G9929,0010,3,"Patient with transient or reversible cause of af (e.g., pneumonia, hyperthyroidism, pregnancy, cardiac surgery)",Trs/rev af
G9930,0010,3,Patients who are receiving comfort care only,Com care
G9931,0010,3,"Documentation of cha2ds2-vasc risk score of 0 or 1 for men; or 0, 1, or 2 for women",No chad or chad scr 0 or 1
G9932,0010,3,"Documentation of patient reason(s) for not having records of negative or managed positive tb screen (e.g., patient does not return for mantoux (ppd) skin test evaluation)",Doc pt rsn no tb scrn recrds
G9933,0010,3,Adenoma(s) or colorectal cancer detected during screening colonoscopy,Canc detectd during col scrn
G9934,0010,3,"Documentation that neoplasm detected is only diagnosed as traditional serrated adenoma, sessile serrated polyp, or sessile serrated adenoma",Doc rsn not detecting cancer
G9935,0010,3,Adenoma(s) or colorectal cancer not detected during screening colonoscopy,Canc not detectd during srcn
G9936,0010,3,"Surveillance colonoscopy - personal history of colonic polyps, colon cancer, or other malignant neoplasm of rectum, rectosigmoid junction, and anus",Pmh plyp/neo co/rect/jun/ans
G9937,0010,3,Diagnostic colonoscopy,Dig or surv colsco
G9938,0010,3,"Patients age 66 or older in institutional special needs plans (snp) or residing in long-term care with pos code 32, 33, 34, 54, or 56 for more than 90 consecutive days during the six months prior to the measurement period through december 31 of the measurement period",Pt 66+ snp or ltc pos > 90d
G9939,0010,3,Pathologists/dermatopathologists is the same clinician who performed the biopsy,Same path/derm perf biopsy
G9940,0010,3,"Documentation of medical reason(s) for not on a statin (e.g., pregnancy, in vitro fertilization, clomiphene rx, esrd, cirrhosis, muscular pain and disease during the measurement period or prior year)",Doc reas no statin therapy
G9941,0010,3,Back pain was measured by the visual analog scale (vas) within three months preoperatively and at three months (6 - 20 weeks) postoperatively,Pre and post vas wthn 3 mos
G9942,0010,3,Patient had any additional spine procedures performed on the same date as the lumbar discectomy/laminectomy,Adtl spine proc on same date
G9943,0010,3,Back pain was not measured by the visual analog scale (vas) within three months preoperatively and at three months ( 6 - 20 weeks)  postoperatively,Bk pn nt msr vas scl pre/pst
G9944,0010,3,Back pain was measured by the visual analog scale (vas) within three months preoperatively and at one year  (9 to 15 months) postoperatively,Vas 3 mon pre and 1 yr post
G9945,0010,3,"Patient had cancer, acute fracture or infection related to the lumbar spine or patient had neuromuscular,  idiopathic or congenital lumbar scoliosis",Pt w/cancer scoliosis
G9946,0010,3,Back pain was not measured by the visual analog scale (vas) within three months preoperatively and at one year (9 to 15 months) postoperatively,Bk pain no vas
G9947,0010,3,Leg pain was measured by the visual analog scale (vas) within three months preoperatively and at three months (6 to 20 weeks) postoperatively,Pre and post vas wthn 3 mos
G9948,0010,3,Patient had any additional spine procedures performed on the same date as the lumbar discectomy/laminectomy,Adtl spine proc on same date
G9949,0010,3,Leg pain was not measured by the visual analog scale (vas) at three months (6 - 20 weeks) postoperatively,Leg pain no vas
G9954,0010,3,Patient exhibits 2 or more risk factors for post-operative vomiting,Pt >2 rsk fac post-op vomit
G9955,0010,3,Cases in which an inhalational anesthetic is used only for induction,Inhlnt anesth only for induc
G9956,0010,3,Patient received combination therapy consisting of at least two prophylactic pharmacologic anti-emetic agents of different classes preoperatively and/or intraoperatively,Combo thrpy of >= 2 prophly
G9957,0010,3,"Documentation of medical reason for not receiving combination therapy consisting of at least two prophylactic pharmacologic anti-emetic agents of different classes preoperatively and/or intraoperatively (e.g., intolerance or other medical reason)",Doc med rsn no combo thrpy
G9958,0010,3,Patient did not receive combination therapy consisting of at least two prophylactic pharmacologic anti-emetic agents of different classes preoperatively and/or intraoperatively,No combo prohpyl thrp for pt
G9959,0010,3,Systemic antimicrobials not prescribed,Systemic antimicro not presc
G9960,0010,3,Documentation of medical reason(s) for prescribing systemic antimicrobials,Med rsn sys antimi nt rx
G9961,0010,3,Systemic antimicrobials prescribed,Systemic antimicro presc
G9962,0010,3,Embolization endpoints are documented separately for each embolized vessel and ovarian artery angiography or embolization performed in the presence of variant uterine artery anatomy,Embolization doc separatly
G9963,0010,3,Embolization endpoints are not documented separately for each embolized vessel or ovarian artery angiography or embolization not performed in the presence of variant uterine artery anatomy,Embolization not doc separat
G9964,0010,3,Patient received at least one well-child visit with a pcp during the performance period,Pt recv >=1 well-chld visit
G9965,0010,3,Patient did not receive at least one well-child visit with a pcp during the performance period,No well-chld vist recv by pt
G9966,0010,3,"Children who were screened for risk of developmental, behavioral and social delays using a standardized tool with interpretation and report","Scrn, inter, report child"
G9967,0010,3,"Children who were not screened for risk of developmental, behavioral and social delays using a standardized tool with interpretation and report","No scrn, inter, reprt child"
G9968,0010,3,Patient was referred to another provider or specialist during the performance period,Pt refrd 2 pvdr/spclst in pp
G9969,0010,3,Provider who referred the patient to another provider received a report from the provider to whom the patient was referred,Pvdr rfrd pt rprt rcvd
G9970,0010,3,Provider who referred the patient to another provider did not receive a report from the provider to whom the patient was referred,Pvdr rfrd pt no rprt rcvd
G9974,0010,3,"Dilated macular exam performed, including documentation of the presence or absence of macular thickening or geographic atrophy or hemorrhage and the level of macular degeneration severity",Mac exam perf
G9975,0010,3,Documentation of medical reason(s) for not performing a dilated macular examination,Doc med rsn no dil mac exam
G9978,0010,3,"Remote in-home visit for the evaluation and management of a new patient for use only in a medicare-approved bundled payments for care improvement advanced (bpci advanced) model episode of care, which requires these 3 key components: a problem focused history; a problem focused examination; and straightforward medical decision making, furnished in real time using interactive audio and video technology.  counseling and coordination of care with other physicians, other qualified health care professionals or agencies are provided consistent with the nature of the problem(s) and the needs of the patient or the family or both. usually, the presenting problem(s) are self limited or minor. typically, 10 minutes are spent with the patient or family or both via real time, audio and video intercommunications technology",Remote e/m new pt 10mins
G9979,0010,3,"Remote in-home visit for the evaluation and management of a new patient for use only in a medicare-approved bundled payments for care improvement advanced (bpci advanced) model episode of care, which requires these 3 key components: an expanded problem focused history;  an expanded problem focused examination; straightforward medical decision making, furnished in real time using interactive audio and video technology.  counseling and coordination of care with other physicians, other qualified health care professionals or agencies are provided consistent with the nature of the problem(s) and the needs of the patient or the family or both. usually, the presenting problem(s) are of low to moderate severity. typically, 20 minutes are spent with the patient or family or both via real time, audio and video intercommunications technology",Remote e/m new pt 20mins
G9980,0010,3,"Remote in-home visit for the evaluation and management of a new patient for use only in a medicare-approved bundled payments for care improvement advanced (bpci advanced) model episode of care, which requires these 3 key components: a detailed history; a detailed examination; medical decision making of low complexity, furnished in real time using interactive audio and video technology.  counseling and coordination of care with other physicians, other qualified health care professionals or agencies are provided consistent with the nature of the problem(s) and the needs of the patient or the family or both. usually, the presenting  problem(s) are of moderate severity. typically, 30 minutes are spent with the patient or family or both via real time, audio and video intercommunications technology",Remote e/m new pt 30 mins
G9981,0010,3,"Remote in-home visit for the evaluation and management of a new patient for use only in a medicare-approved bundled payments for care improvement advanced (bpci advanced) model episode of care, which requires these 3 key components: a comprehensive history; a comprehensive examination; medical decision making of moderate complexity, furnished in real time using interactive audio and video technology.  counseling and coordination of care with other physicians, other qualified health care professionals or agencies are provided consistent with the nature of the problem(s) and the needs of the patient or the family or both. usually, the presenting problem(s) are of moderate to high severity. typically, 45 minutes are spent with the patient or family or both via real time, audio and video intercommunications technology",Remote e/m new pt 45mins
