HCPCS,HCPCS_DESCRIPTION
24360,Reconstruct elbow joint
24361,Reconstruct elbow joint
24362,Reconstruct elbow joint
24363,Replace elbow joint
24365,Reconstruct head of radius
24366,Reconstruct head of radius
24370,Revise reconst elbow joint
24371,Revise reconst elbow joint
24400,Revision of humerus
24410,Revision of humerus
24420,Revision of humerus
24430,Repair of humerus
24435,Repair humerus with graft
24470,Revision of elbow joint
24495,Decompression of forearm
24498,Reinforce humerus
24500,Treat humerus fracture
24505,Treat humerus fracture
24515,Treat humerus fracture
24516,Treat humerus fracture
24530,Treat humerus fracture
24535,Treat humerus fracture
24538,Treat humerus fracture
24545,Treat humerus fracture
24546,Treat humerus fracture
24560,Treat humerus fracture
24565,Treat humerus fracture
24566,Treat humerus fracture
24575,Treat humerus fracture
24576,Treat humerus fracture
24577,Treat humerus fracture
24579,Treat humerus fracture
24582,Treat humerus fracture
24586,Treat elbow fracture
24587,Treat elbow fracture
24600,Treat elbow dislocation
24605,Treat elbow dislocation
24615,Treat elbow dislocation
24620,Treat elbow fracture
24635,Treat elbow fracture
24640,Treat elbow dislocation
24650,Treat radius fracture
24655,Treat radius fracture
24665,Treat radius fracture
24666,Treat radius fracture
24670,Treat ulnar fracture
24675,Treat ulnar fracture
24685,Treat ulnar fracture
24800,Fusion of elbow joint
24802,Fusion/graft of elbow joint
24900,Amputation of upper arm
24920,Amputation of upper arm
24925,Amputation follow-up surgery
24930,Amputation follow-up surgery
24931,Amputate upper arm & implant
24935,Revision of amputation
24940,Revision of upper arm
24999,Unlisted px humerus/elbow
25000,Incision of tendon sheath
25001,Incise flexor carpi radialis
25020,Decompress forearm 1 space
25023,Decompress forearm 1 space
25024,Decompress forearm 2 spaces
25025,Decompress forearm 2 spaces
25028,Drainage of forearm lesion
25031,Drainage of forearm bursa
25035,Treat forearm bone lesion
25040,Explore/treat wrist joint
25065,Biopsy forearm soft tissues
25066,Biopsy forearm soft tissues
25071,Exc forearm les sc 3 cm/>
25073,Exc forearm tum deep 3 cm/>
25075,Exc forearm les sc < 3 cm
25076,Exc forearm tum deep < 3 cm
25077,Resect forearm/wrist tum<3cm
25078,Resect forarm/wrist tum 3cm>
25085,Incision of wrist capsule
25100,Biopsy of wrist joint
25101,Explore/treat wrist joint
25105,Remove wrist joint lining
25107,Remove wrist joint cartilage
25109,Excise tendon forearm/wrist
25110,Remove wrist tendon lesion
25111,Remove wrist tendon lesion
25112,Reremove wrist tendon lesion
25115,Remove wrist/forearm lesion
25116,Remove wrist/forearm lesion
25118,Excise wrist tendon sheath
25119,Partial removal of ulna
25120,Removal of forearm lesion
25125,Remove/graft forearm lesion
25126,Remove/graft forearm lesion
25130,Removal of wrist lesion
25135,Remove & graft wrist lesion
25136,Remove & graft wrist lesion
25145,Remove forearm bone lesion
25150,Partial removal of ulna
25151,Partial removal of radius
25170,Resect radius/ulnar tumor
25210,Removal of wrist bone
25215,Removal of wrist bones
25230,Partial removal of radius
25240,Partial removal of ulna
25246,Injection for wrist x-ray
25248,Remove forearm foreign body
25250,Removal of wrist prosthesis
25251,Removal of wrist prosthesis
25259,Manipulate wrist w/anesthes
25260,Repair forearm tendon/muscle
25263,Repair forearm tendon/muscle
25265,Repair forearm tendon/muscle
25270,Repair forearm tendon/muscle
25272,Repair forearm tendon/muscle
25274,Repair forearm tendon/muscle
25275,Repair forearm tendon sheath
25280,Revise wrist/forearm tendon
25290,Incise wrist/forearm tendon
25295,Release wrist/forearm tendon
25300,Fusion of tendons at wrist
25301,Fusion of tendons at wrist
25310,Transplant forearm tendon
25312,Transplant forearm tendon
25315,Revise palsy hand tendon(s)
25316,Revise palsy hand tendon(s)
25320,Repair/revise wrist joint
25332,Revise wrist joint
25335,Realignment of hand
25337,Reconstruct ulna/radioulnar
25350,Revision of radius
25355,Revision of radius
25360,Revision of ulna
25365,Revise radius & ulna
25370,Revise radius or ulna
25375,Revise radius & ulna
25390,Shorten radius or ulna
25391,Lengthen radius or ulna
25392,Shorten radius & ulna
25393,Lengthen radius & ulna
25394,Repair carpal bone shorten
25400,Repair radius or ulna
25405,Repair/graft radius or ulna
25415,Repair radius & ulna
25420,Repair/graft radius & ulna
25425,Repair/graft radius or ulna
25426,Repair/graft radius & ulna
25430,Vasc graft into carpal bone
25431,Repair nonunion carpal bone
25440,Repair/graft wrist bone
25441,Reconstruct wrist joint
25442,Reconstruct wrist joint
25443,Reconstruct wrist joint
25444,Reconstruct wrist joint
25445,Reconstruct wrist joint
25446,Wrist replacement
25447,Repair wrist joints
25449,Remove wrist joint implant
25450,Revision of wrist joint
25455,Revision of wrist joint
25490,Reinforce radius
25491,Reinforce ulna
25492,Reinforce radius and ulna
25500,Treat fracture of radius
25505,Treat fracture of radius
25515,Treat fracture of radius
25520,Treat fracture of radius
25525,Treat fracture of radius
25526,Treat fracture of radius
25530,Treat fracture of ulna
25535,Treat fracture of ulna
25545,Treat fracture of ulna
25560,Treat fracture radius & ulna
25565,Treat fracture radius & ulna
25574,Treat fracture radius & ulna
25575,Treat fracture radius/ulna
25600,Treat fracture radius/ulna
25605,Treat fracture radius/ulna
25606,Treat fx distal radial
25607,Treat fx rad extra-articul
25608,Treat fx rad intra-articul
25609,Treat fx radial 3+ frag
25622,Treat wrist bone fracture
25624,Treat wrist bone fracture
25628,Treat wrist bone fracture
25630,Treat wrist bone fracture
25635,Treat wrist bone fracture
25645,Treat wrist bone fracture
25650,Treat wrist bone fracture
25651,Pin ulnar styloid fracture
25652,Treat fracture ulnar styloid
25660,Treat wrist dislocation
25670,Treat wrist dislocation
25671,Pin radioulnar dislocation
25675,Treat wrist dislocation
25676,Treat wrist dislocation
25680,Treat wrist fracture
25685,Treat wrist fracture
25690,Treat wrist dislocation
25695,Treat wrist dislocation
25800,Fusion of wrist joint
25805,Fusion/graft of wrist joint
25810,Fusion/graft of wrist joint
25820,Fusion of hand bones
25825,Fuse hand bones with graft
25830,Fusion radioulnar jnt/ulna
25900,Amputation of forearm
25905,Amputation of forearm
25907,Amputation follow-up surgery
25909,Amputation follow-up surgery
25915,Amputation of forearm
25920,Amputate hand at wrist
25922,Amputate hand at wrist
25924,Amputation follow-up surgery
25927,Amputation of hand
25929,Amputation follow-up surgery
25931,Amputation follow-up surgery
25999,Unlisted px forearm/wrist
26010,Drainage of finger abscess
26011,Drainage of finger abscess
26020,Drain hand tendon sheath
26025,Drainage of palm bursa
26030,Drainage of palm bursas
26034,Treat hand bone lesion
26035,Decompress fingers/hand
26037,Decompress fingers/hand
26040,Release palm contracture
26045,Release palm contracture
26055,Incise finger tendon sheath
26060,Incision of finger tendon
26070,Explore/treat hand joint
26075,Explore/treat finger joint
26080,Explore/treat finger joint
26100,Biopsy hand joint lining
26105,Biopsy finger joint lining
26110,Biopsy finger joint lining
26111,Exc hand les sc 1.5 cm/>
26113,Exc hand tum deep 1.5 cm/>
26115,Exc hand les sc < 1.5 cm
26116,Exc hand tum deep < 1.5 cm
26117,Rad resect hand tumor < 3 cm
26118,Rad resect hand tumor 3 cm/>
26121,Release palm contracture
26123,Release palm contracture
26125,Release palm contracture
26130,Remove wrist joint lining
26135,Revise finger joint each
26140,Revise finger joint each
26145,Tendon excision palm/finger
26160,Remove tendon sheath lesion
26170,Removal of palm tendon each
26180,Removal of finger tendon
26185,Remove finger bone
26200,Remove hand bone lesion
26205,Remove/graft bone lesion
26210,Removal of finger lesion
26215,Remove/graft finger lesion
26230,Partial removal of hand bone
26235,Partial removal finger bone
26236,Partial removal finger bone
26250,Extensive hand surgery
26260,Resect prox finger tumor
26262,Resect distal finger tumor
26320,Removal of implant from hand
26340,Manipulate finger w/anesth
26341,Manipulat palm cord post inj
26350,Repair finger/hand tendon
26352,Repair/graft hand tendon
26356,Repair finger/hand tendon
26357,Repair finger/hand tendon
26358,Repair/graft hand tendon
26370,Repair finger/hand tendon
26372,Repair/graft hand tendon
26373,Repair finger/hand tendon
26390,Revise hand/finger tendon
26392,Repair/graft hand tendon
26410,Repair hand tendon
26412,Repair/graft hand tendon
26415,Excision hand/finger tendon
26416,Graft hand or finger tendon
26418,Repair finger tendon
26420,Repair/graft finger tendon
26426,Repair finger/hand tendon
26428,Repair/graft finger tendon
26432,Repair finger tendon
26433,Repair finger tendon
26434,Repair/graft finger tendon
26437,Realignment of tendons
26440,Release palm/finger tendon
26442,Release palm & finger tendon
26445,Release hand/finger tendon
26449,Release forearm/hand tendon
26450,Incision of palm tendon
26455,Incision of finger tendon
26460,Incise hand/finger tendon
26471,Fusion of finger tendons
26474,Fusion of finger tendons
26476,Tendon lengthening
26477,Tendon shortening
26478,Lengthening of hand tendon
26479,Shortening of hand tendon
26480,Transplant hand tendon
26483,Transplant/graft hand tendon
26485,Transplant palm tendon
26489,Transplant/graft palm tendon
26490,Revise thumb tendon
26492,Tendon transfer with graft
26494,Hand tendon/muscle transfer
26496,Revise thumb tendon
26497,Finger tendon transfer
26498,Finger tendon transfer
26499,Revision of finger
26500,Hand tendon reconstruction
26502,Hand tendon reconstruction
26508,Release thumb contracture
26510,Thumb tendon transfer
26516,Fusion of knuckle joint
26517,Fusion of knuckle joints
26518,Fusion of knuckle joints
26520,Release knuckle contracture
26525,Release finger contracture
26530,Revise knuckle joint
26531,Revise knuckle with implant
26535,Revise finger joint
26536,Revise/implant finger joint
26540,Repair hand joint
26541,Repair hand joint with graft
26542,Repair hand joint with graft
26545,Reconstruct finger joint
26546,Repair nonunion hand
26548,Reconstruct finger joint
26550,Construct thumb replacement
26551,Great toe-hand transfer
26553,Single transfer toe-hand
26554,Double transfer toe-hand
26555,Positional change of finger
26556,Toe joint transfer
26560,Repair of web finger
26561,Repair of web finger
26562,Repair of web finger
26565,Correct metacarpal flaw
26567,Correct finger deformity
26568,Lengthen metacarpal/finger
26580,Repair hand deformity
26587,Reconstruct extra finger
26590,Repair finger deformity
26591,Repair muscles of hand
26593,Release muscles of hand
26596,Excision constricting tissue
26600,Treat metacarpal fracture
26605,Treat metacarpal fracture
26607,Treat metacarpal fracture
26608,Treat metacarpal fracture
26615,Treat metacarpal fracture
26641,Treat thumb dislocation
26645,Treat thumb fracture
26650,Treat thumb fracture
26665,Treat thumb fracture
26670,Treat hand dislocation
26675,Treat hand dislocation
26676,Pin hand dislocation
26685,Treat hand dislocation
26686,Treat hand dislocation
26700,Treat knuckle dislocation
26705,Treat knuckle dislocation
26706,Pin knuckle dislocation
26715,Treat knuckle dislocation
26720,Treat finger fracture each
26725,Treat finger fracture each
26727,Treat finger fracture each
26735,Treat finger fracture each
26740,Treat finger fracture each
26742,Treat finger fracture each
26746,Treat finger fracture each
26750,Treat finger fracture each
26755,Treat finger fracture each
26756,Pin finger fracture each
26765,Treat finger fracture each
26770,Treat finger dislocation
26775,Treat finger dislocation
26776,Pin finger dislocation
26785,Treat finger dislocation
26820,Thumb fusion with graft
26841,Fusion of thumb
26842,Thumb fusion with graft
26843,Fusion of hand joint
26844,Fusion/graft of hand joint
26850,Fusion of knuckle
26852,Fusion of knuckle with graft
26860,Fusion of finger joint
26861,Fusion of finger jnt add-on
26862,Fusion/graft of finger joint
26863,Fuse/graft added joint
26910,Amputate metacarpal bone
26951,Amputation of finger/thumb
26952,Amputation of finger/thumb
26989,Unlisted px hands/fingers
26990,Drainage of pelvis lesion
26991,Drainage of pelvis bursa
26992,Drainage of bone lesion
27000,Incision of hip tendon
27001,Incision of hip tendon
27003,Incision of hip tendon
27005,Incision of hip tendon
27006,Incision of hip tendons
27025,Incision of hip/thigh fascia
27027,Buttock fasciotomy
27030,Drainage of hip joint
27033,Exploration of hip joint
27035,Denervation of hip joint
27036,Excision of hip joint/muscle
27040,Biopsy of soft tissues
27041,Biopsy of soft tissues
27043,Exc hip pelvis les sc 3 cm/>
27045,Exc hip/pelv tum deep 5 cm/>
27047,Exc hip/pelvis les sc < 3 cm
27048,Exc hip/pelv tum deep < 5 cm
27049,Resect hip/pelv tum < 5 cm
27050,Biopsy of sacroiliac joint
27052,Biopsy of hip joint
27054,Removal of hip joint lining
27057,Buttock fasciotomy w/dbrdmt
27059,Resect hip/pelv tum 5 cm/>
27060,Removal of ischial bursa
27062,Remove femur lesion/bursa
27065,Remove hip bone les super
27066,Remove hip bone les deep
27067,Remove/graft hip bone lesion
27070,Part remove hip bone super
27071,Part removal hip bone deep
27075,Resect hip tumor
27076,Resect hip tum incl acetabul
27077,Resect hip tum w/innom bone
27078,Rsect hip tum incl femur
27080,Removal of tail bone
27086,Remove hip foreign body
27087,Remove hip foreign body
27090,Removal of hip prosthesis
27091,Removal of hip prosthesis
27093,Injection for hip x-ray
27095,Injection for hip x-ray
27096,Inject sacroiliac joint
27097,Revision of hip tendon
27098,Transfer tendon to pelvis
27100,Transfer of abdominal muscle
27105,Transfer of spinal muscle
27110,Transfer of iliopsoas muscle
27111,Transfer of iliopsoas muscle
27120,Reconstruction of hip socket
27122,Reconstruction of hip socket
27125,Partial hip replacement
27130,Total hip arthroplasty
27132,Total hip arthroplasty
27134,Revise hip joint replacement
27137,Revise hip joint replacement
27138,Revise hip joint replacement
27140,Transplant femur ridge
27146,Incision of hip bone
27147,Revision of hip bone
27151,Incision of hip bones
27156,Revision of hip bones
27158,Revision of pelvis
27161,Incision of neck of femur
27165,Incision/fixation of femur
27170,Repair/graft femur head/neck
27175,Treat slipped epiphysis
27176,Treat slipped epiphysis
27177,Treat slipped epiphysis
27178,Treat slipped epiphysis
27179,Revise head/neck of femur
27181,Treat slipped epiphysis
27185,Revision of femur epiphysis
27187,Reinforce hip bones
27197,Clsd tx pelvic ring fx
27198,Clsd tx pelvic ring fx
27200,Treat tail bone fracture
27202,Treat tail bone fracture
27215,Treat pelvic fracture(s)
27216,Treat pelvic ring fracture
27217,Treat pelvic ring fracture
27218,Treat pelvic ring fracture
27220,Treat hip socket fracture
27222,Treat hip socket fracture
27226,Treat hip wall fracture
27227,Treat hip fracture(s)
27228,Treat hip fracture(s)
27230,Treat thigh fracture
27232,Treat thigh fracture
27235,Treat thigh fracture
27236,Treat thigh fracture
27238,Treat thigh fracture
27240,Treat thigh fracture
27244,Treat thigh fracture
27245,Treat thigh fracture
27246,Treat thigh fracture
27248,Treat thigh fracture
27250,Treat hip dislocation
27252,Treat hip dislocation
27253,Treat hip dislocation
27254,Treat hip dislocation
27256,Treat hip dislocation
27257,Treat hip dislocation
27258,Treat hip dislocation
27259,Treat hip dislocation
27265,Treat hip dislocation
27266,Treat hip dislocation
27267,Cltx thigh fx
27268,Cltx thigh fx w/mnpj
27269,Optx thigh fx
27275,Manipulation of hip joint
27278,Arthrd si jt prq wo tfxj dev
27279,Arthrd si jt perq/min nvas
27280,Arthr si jt opn b1grf instrm
27282,Arthrodesis symphysis pubis
27284,Arthrodesis hip joint
27286,Arthrd hip jt sbtrchc osteot
27290,Amputation of leg at hip
27295,Amputation of leg at hip
27299,Unlisted px pelvis/hip joint
27301,Drain thigh/knee lesion
27303,Drainage of bone lesion
27305,Incise thigh tendon & fascia
27306,Incision of thigh tendon
27307,Incision of thigh tendons
27310,Exploration of knee joint
27323,Biopsy thigh soft tissues
27324,Biopsy thigh soft tissues
27325,Neurectomy hamstring
27326,Neurectomy popliteal
27327,Exc thigh/knee les sc < 3 cm
27328,Exc thigh/knee tum deep <5cm
27329,Resect thigh/knee tum < 5 cm
27330,Biopsy knee joint lining
27331,Explore/treat knee joint
27332,Removal of knee cartilage
27333,Removal of knee cartilage
27334,Remove knee joint lining
27335,Remove knee joint lining
27337,Exc thigh/knee les sc 3 cm/>
27339,Exc thigh/knee tum dep 5cm/>
27340,Removal of kneecap bursa
27345,Removal of knee cyst
27347,Remove knee cyst
27350,Removal of kneecap
27355,Remove femur lesion
27356,Remove femur lesion/graft
27357,Remove femur lesion/graft
27358,Remove femur lesion/fixation
27360,Partial removal leg bone(s)
27364,Resect thigh/knee tum 5 cm/>
27365,Resect femur/knee tumor
27369,Njx cntrst kne arthg/ct/mri
27372,Removal of foreign body
27380,Repair of kneecap tendon
27381,Repair/graft kneecap tendon
27385,Repair of thigh muscle
27386,Repair/graft of thigh muscle
27390,Incision of thigh tendon
27391,Incision of thigh tendons
27392,Incision of thigh tendons
27393,Lengthening of thigh tendon
27394,Lengthening of thigh tendons
27395,Lengthening of thigh tendons
27396,Transplant of thigh tendon
27397,Transplants of thigh tendons
27400,Revise thigh muscles/tendons
27403,Repair of knee cartilage
27405,Repair of knee ligament
27407,Repair of knee ligament
27409,Repair of knee ligaments
27412,Autochondrocyte implant knee
27415,Osteochondral knee allograft
27416,Osteochondral knee autograft
27418,Repair degenerated kneecap
27420,Revision of unstable kneecap
27422,Revision of unstable kneecap
27424,Revision/removal of kneecap
27425,Lat retinacular release open
27427,Reconstruction knee
27428,Reconstruction knee
27429,Reconstruction knee
27430,Revision of thigh muscles
27435,Incision of knee joint
27437,Revise kneecap
27438,Revise kneecap with implant
27440,Revision of knee joint
27441,Revision of knee joint
27442,Revision of knee joint
27443,Revision of knee joint
27445,Revision of knee joint
27446,Revision of knee joint
27447,Total knee arthroplasty
27448,Incision of thigh
27450,Incision of thigh
27454,Realignment of thigh bone
27455,Realignment of knee
27457,Realignment of knee
27465,Shortening of thigh bone
27466,Lengthening of thigh bone
27468,Shorten/lengthen thighs
27470,Repair of thigh
27472,Repair/graft of thigh
